employerid,employername,jobid,jobtitle,locationname,yearlyminimumsalary,yearlymaximumsalary,dateposted,expirationdate,joburl,fulltime,contracttype,jobdescription,applicationcount,skills_list,daysremaining
546969,Clarion,56130706,Business Analyst,West Midlands (Region),45169.0,67358.0,27/11/2025,2025-12-11,https://www.reed.co.uk/jobs/business-analyst/56130706,Full time,Temporary,"  Location: Hybrid with flexible base locationLondon: £48,988 to £67,358 per annum pro rataNational: £45,169 to £62,107 per annum pro rataHours: 36 hours per week - flexible options considered Contract Type: Secondment / Fixed Term Contract to October 2026 This is a great opportunity to join our team - Employer of the Year  Housing Heroes awards 2025and one of LinkedIn's  Top Companies 2024 Shape the Future as a Business Analyst at Clarion!  Are you passionate about translating business needs into actionable insights? Do you thrive in dynamic environments where data-driven decisions and stakeholder collaboration drive meaningful change?  We're looking for a Business Analyst with a strong background in Microsoft Dynamics 365 projects to play a key role in delivering impactful change that improve systems role-security, enhance customer experience, and drive operational efficiency.  As part of our Business Change Directorate, you'll bridge the gap between business and technology, gathering requirements, mapping processes, and ensuring that solutions align with business objectives. What You'll Be Doing   Leading requirements gathering - Engaging stakeholders to define business requirements and translate them into clear functional and non-functional requirements for various Dynamics 365 business systems. Developing process maps and workflows - Ensuring end-to-end process clarity, identifying inefficiencies, and recommending improvements. Conducting impact assessments - Analysing how proposed changes will affect systems, processes, and teams. Driving data-driven decision-making - Using analytics to support decisions and identify trends that inform solutions. Collaborating with cross-functional teams - Working closely with Change Delivery Leads, technical teams, and operational teams to ensure seamless implementation of change. Supporting testing and implementation - Assisting in user acceptance testing (UAT) and ensuring solutions meet business requirements before deployment.  What We're Looking For   Proven experience as a Business Analyst, with a strong preference for candidates with experience on Dynamics 365 security / role-based permissions projectsStrong analytical and problem-solving skills - Able to evaluate business processes with clarity, act inquisitively to identify gaps, and use data to recommend improvements. Experience with business process mapping and business analysis tools (e.g., Visio, Lucidchart, BPMN). Excellent stakeholder management - Able to navigate different perspectives, influence decision-making, and build strong relationships. A structured approach to documentation - Experience creating high-standard, detailed process diagrams, impact assessments, and user stories. Familiarity with Agile and Waterfall methodologies - Understanding of how business analysis supports different project delivery approaches & showcasing adaptability.  If this sounds like an opportunity for you then please review the full role profile on our website before applying. Salaries are just the starting point. Here at Clarion we're dedicated to rewarding hard work and commitment, and providing benefits that support you and your lifestyle. Not sure who we are and what we do? Click 'apply' to visit our website where you can dive in and find out more about us and the benefits we offer. Closing Date:Thursday 11th December 2025 at midnight.  This is a hybrid role with a base location offered at one of our offices across England. Candidates may be expected to work from the London or Norwich office twice per month. Occasional travel may be required. At Clarion Housing Group, we support the responsible use of AI. Please visit our website to view your guide to using AI during your recruitment process.  You must be eligible to work in the UK to apply for this vacancy; Clarion are not able to offer visa sponsorship. You are required to reside in England or Wales for the duration of your employment.  ",4,,13
546969,Clarion,56130687,Business Analyst,London,45169.0,67358.0,27/11/2025,2025-12-11,https://www.reed.co.uk/jobs/business-analyst/56130687,Full time,Temporary,"  Location: Hybrid with flexible base locationLondon: £48,988 to £67,358 per annum pro rataNational: £45,169 to £62,107 per annum pro rataHours: 36 hours per week - flexible options considered Contract Type: Secondment / Fixed Term Contract to October 2026 This is a great opportunity to join our team - Employer of the Year  Housing Heroes awards 2025and one of LinkedIn's  Top Companies 2024 Shape the Future as a Business Analyst at Clarion!  Are you passionate about translating business needs into actionable insights? Do you thrive in dynamic environments where data-driven decisions and stakeholder collaboration drive meaningful change?  We're looking for a Business Analyst with a strong background in Microsoft Dynamics 365 projects to play a key role in delivering impactful change that improve systems role-security, enhance customer experience, and drive operational efficiency.  As part of our Business Change Directorate, you'll bridge the gap between business and technology, gathering requirements, mapping processes, and ensuring that solutions align with business objectives. What You'll Be Doing   Leading requirements gathering - Engaging stakeholders to define business requirements and translate them into clear functional and non-functional requirements for various Dynamics 365 business systems. Developing process maps and workflows - Ensuring end-to-end process clarity, identifying inefficiencies, and recommending improvements. Conducting impact assessments - Analysing how proposed changes will affect systems, processes, and teams. Driving data-driven decision-making - Using analytics to support decisions and identify trends that inform solutions. Collaborating with cross-functional teams - Working closely with Change Delivery Leads, technical teams, and operational teams to ensure seamless implementation of change. Supporting testing and implementation - Assisting in user acceptance testing (UAT) and ensuring solutions meet business requirements before deployment.  What We're Looking For   Proven experience as a Business Analyst, with a strong preference for candidates with experience on Dynamics 365 security / role-based permissions projectsStrong analytical and problem-solving skills - Able to evaluate business processes with clarity, act inquisitively to identify gaps, and use data to recommend improvements. Experience with business process mapping and business analysis tools (e.g., Visio, Lucidchart, BPMN). Excellent stakeholder management - Able to navigate different perspectives, influence decision-making, and build strong relationships. A structured approach to documentation - Experience creating high-standard, detailed process diagrams, impact assessments, and user stories. Familiarity with Agile and Waterfall methodologies - Understanding of how business analysis supports different project delivery approaches & showcasing adaptability.  If this sounds like an opportunity for you then please review the full role profile on our website before applying. Salaries are just the starting point. Here at Clarion we're dedicated to rewarding hard work and commitment, and providing benefits that support you and your lifestyle. Not sure who we are and what we do? Click 'apply' to visit our website where you can dive in and find out more about us and the benefits we offer. Closing Date:Thursday 11th December 2025 at midnight.  This is a hybrid role with a base location offered at one of our offices across England. Candidates may be expected to work from the London or Norwich office twice per month. Occasional travel may be required. At Clarion Housing Group, we support the responsible use of AI. Please visit our website to view your guide to using AI during your recruitment process.  You must be eligible to work in the UK to apply for this vacancy; Clarion are not able to offer visa sponsorship. You are required to reside in England or Wales for the duration of your employment.  ",6,,13
413787,Rolls Royce CWS,56105286,Rewards Analyst,Derby,,,21/11/2025,2026-01-02,https://www.reed.co.uk/jobs/rewards-analyst/56105286,Full time,Contract," We are AMS. We are a global total workforce solutions firm; we enable organisations to thrive in an age of constant change by building, re-shaping, and optimising workforces. Our Contingent Workforce Solution (CWS) is one of our service offerings; we act  as an extension of Rolls-Royce’s recruitment team and provide professional interim and temporary resources. Rolls-Royce is a respected engineering organisation operating in many sectors including energy, aerospace, marine and defence. Rolls-Royce pioneers cutting-edge technologies that deliver clean, safe & competitive solutions to meet our planet's vital power  needs. We are looking for two Rewards Analyst for a 6-month contract based in Derby 3 days per week on site.  Job Description - The Role We are seeking additional support within the GBS People Services Reward Operations team to help navigate a dynamic and high-volume period. This role plays a critical part in ensuring the seamless and effective delivery of our global reward programmes, which  are essential to recognising and motivating our workforce across multiple regions.  The successful candidate will contribute to the operational execution of key reward initiatives, collaborating closely with internal stakeholders to maintain accuracy, consistency, and timeliness in all reward-related processes.  As a Rewards Analyst, the key responsibilities of the role will include:  Support the operational delivery of reward processes, including coordinating salary reviews and managing annual incentive plans to ensure smooth execution and alignment with business timelines.Ensure accurate and timely data management by updating and validating information across HR and payroll systems, maintaining data integrity for reporting and compliance.Assist with cyclical reward activities and reporting, such as preparing audit documentation, conducting compliance checks, and supporting year-end reward cycles.Collaborate with internal stakeholders to streamline reward-related workflows, identify process improvements, and enhance overall service delivery across global teams.Maintain and update documentation and process guides to ensure clarity, consistency, and adherence to best practices across all reward operations. What we require from the candidate:  Previous experience within Pay Awards, Bonuses, Rewards data. Experienced working with large data sets.Strong Excel skills and keen interest in data.Excellent organisational skills and attention to detail.Ability to manage multiple priorities and meet deadlines.A collaborative mindset, commitment to continuous improvement, and willingness to learn fast.  Next steps: If you are interested in applying for the Rewards Analyst and meet the criteria outlined above, please click the link to apply and we will contact you with an update in due course. Please note that due to recent changes in Off Payroll (IR35) legislation, our client only operates with contractors that operate via a PAYE or Umbrella model. We are unable to accept applications from candidates wishing to operate under their own Limited  Company. AMS, a Recruitment Process Outsourcing Company, may in the delivery of some of its services be deemed to operate as an Employment Agency or an Employment Business. ",25,Excel,35
691190,Acosta UK,56119007,Insight Analyst,Woking,35000.0,38000.0,25/11/2025,2026-01-06,https://www.reed.co.uk/jobs/insight-analyst/56119007,Full time,Permanent," Insight Analyst Job Title: Insight AnalystLocation: Hybrid/Office-based Salary: Competitive + BenefitsContract Type: PermanentPosition Type: Full Time About Us: Acosta Europe connects people with brands to deliver measurable results through unrivalled field execution, insight and collaboration. As part of a global business, we champion talent, culture and performance – empowering people to thrive and brands to grow. About the Role: Are you an analytical thinker with a passion for turning data into actionable insights? We are seeking a dynamic Insights Analyst to play a key role in building relationships with clients and delivering engaging, visually impactful analysis. This position offers the exciting opportunity to work closely with both the Account and Insight Teams to provide  insightful and high-quality analysis that drives client success. Key Responsibilities:  Build and maintain strong relationships with clients through regular communication, including performance reviews and commercial presentations.Collaborate with the Account and Insight teams to deliver high-quality, actionable analysis.Provide insight into growth opportunities in a competitive marketplace and help direct and measure field team performance for better efficiency and effectiveness.Actively contribute to identifying commercial opportunities and challenge client strategies for optimal results.Forecast and measure the impact of field operations, ensuring a clear understanding of ROI and return on investment.Evaluate new product launches and monitor promotional effectiveness, compliance and pricing impacts.Provide detailed analysis on various aspects such as Point of Sale (POS) location impact, distribution compliance, planogram compliance and intervention effectiveness.Deliver insights into supply chain efficiencies and lost sales opportunities, contributing to the optimisation of processes.Prepare and present clear, impactful findings to clients through regular data reports and presentations.Ensure all system-generated reports are delivered accurately and on time, with insightful analysis for ongoing improvement.Consistently utilise territory optimisation and journey planning software to streamline field operations. What We're Looking For:  Excellent communication skills, with the ability to present complex data in a clear and engaging manner.Strong interpersonal skills and the ability to build rapport and influence key stakeholders.Highly developed analysis, decision-making and judgment skills.Strong time-and-task management abilities, with a target-driven approach to meet deadlines.Proficiency in advanced Excel and intermediate PowerPoint.Strong organisational and administrative skills. Desirable Experience  Previous experience in retail or FMCG industries.Experience using Power BI for data analysis and visualisation.A customer-focused mindset with the ability to turn insights into strategic actions. Ready to excel with Acosta Europe? Apply now and elevate your insights career to new heights. ",11,"Excel, Power BI",39
692146,Full Fibre Limited,56118074,FP&A Analyst,Newton-le-Willows,0.0,0.0,25/11/2025,2026-01-06,https://www.reed.co.uk/jobs/fp-a-analyst/56118074,Full time,Permanent," Values are extremely important to our culture and success.  As a key member of the team, you will enjoy working in a team that is continually evolving, working at pace, and sometimes thinking outside the box to make things happen.  You will be keen to learn  and develop in your role; we understand this may be at your own pace and role dependant.  You will be open and honest and show that you are reliable.  As our FP&A Analyst, you will play a key role in supporting the organisation’s financial planning, budgeting and forecasting processes. This role will be central to ensuring the successful post-implementation operation of Anaplan, maintaining  strong financial modelling standards and delivering high-quality insight into business performance. The ideal candidate will have strong analytical skills, excellent attention to detail and the ability to communicate complex financial information clearly to  stakeholders at all levels. Job ResponsibilitiesYour key responsibilities as FP&A Analyst...  Support the post-implementation phase of Anaplan, ensuring models, structures and workflows continue to meet evolving business requirements. Maintain and enhance financial models within Anaplan to ensure accuracy, consistency and alignment with planning processes. Review and analyse key financial KPIs and trends to provide actionable insights to senior leadership. Assist in the preparation and consolidation of budgets, forecasts and long-range financial plans. Partner with cross-functional teams to validate assumptions and ensure data integrity across all planning cycles. Support investor relations by preparing financial analysis, reports and data requests in a timely and accurate manner. Develop and maintain standardised reporting packs to support decision-making and performance tracking.  Job RequirementsSkills & Experience required to do this role...  Experience working with planning and forecasting tools (Anaplan experience highly desirable).Strong analytical and problem-solving capabilities.Ability to present complex data clearly and concisely.Detail-oriented with a commitment to accuracy.Strong communication skills with the confidence to challenge and influence.Proactive, organised and comfortable working to tight deadlines.Collaborative, with a continuous improvement mindset. Qualifications required for this role...  Qualified ACA, ACCA or CIMA Accountant, with at least 1-2yrs PQE.  Company Benefits...  Base salary between £60,000 to £65,000 depending on qualifications/experience.Annual Leave - 25 days’ paid holiday plus bank/public holidaysA day off for your birthdayPension (auto enrolment)Life assurance Health cash plan or medical coverWorking with us, you will learn new skills on the job, diversify your abilities and enjoy building a new future for the UK’s broadband network, one town at a time, and have a great time. FullFibre provides you with the flexibility to work in a way that will help you grow and develop. As well as having clear responsibilities, you will get extensive training to help you develop, and you will be building a legacy here as we build the Full Fibre  broadband network of the future. ",1,,39
646764,Chambers and Partners,55892729,BI Data Developer,London,,,08/10/2025,2025-12-31,https://www.reed.co.uk/jobs/bi-data-developer/55892729,Full time,Permanent,"Overview We’re seeking a creative, data-driven BI Developer to own the design and delivery of externally facing self-serve analytics that help customers turn complex data into confident decisions. In this role you’ll build intuitive, high-performance dashboards and insights products, shaping data models, UX, and delivery so customers can explore their own metrics, spot market trends, and extract actionable recommendations at scale. Reporting to the Director of Research Operations and partnering closely with Product and Data teams, you’ll turn raw numbers into clear, actionable stories that directly influence customer outcomes and business growth. If you care about craftsmanship, scalability, and making data genuinely usable for people, this is the role to make an impact. Main Duties and Responsibilities  Create engaging and easy-to-use BI tools and dashboards that surface value to customers across our productsTranslate customer needs, behaviour data, and product usage insights into clear visual reportingPartner with analysts and product teams to define relevant metrics and ensure data accuracyProvide recommendations and ideas about the best ways to tell stories with our dataWork with our designers to develop consistent, on-brand data visualisation styles that support clarity and comprehensionImprove and evolve existing customer dashboards based on feedback and usage behaviourEnsure dashboards and tools are accessible, responsive, and optimised for a range of usersProvide guidance on best practices and support internal teams in rollout and training Skills and Experience  A background in developing insights for paying customers and using data to tell storiesProven experience in designing customer-facing dashboards, BI tools or data visualisationsProficiency with BI / dashboarding tools like Tableau, Sigma Qlik, Domo, Power BI, Looker, or equivalentStrong understanding of UX/UI principles and visual storytelling through dataWorking knowledge of creating data connections - e.g. SQL and relational databases, DataBricks, JSON files, API services, Data LakesMeticulous attention to detail with a user-first mindsetExcellent communication and collaboration skills across technical and non-technical teamsComfortable working in agile, cross-functional environmentsComfortable working across multiple, complex datasets Person Specification About you:  You understand that content needs to be credible, informative and make sense to the user first and foremostYou have a strong eye for visual design and can use this to support data interpretation and understandingYou understand and apply user-centred design principles to create data tools that are clear, engaging, and easy to navigateYou communicate clearly and adapt your style to suit technical and non-technical audiencesYou’re detail-oriented, ensuring consistency in layout, labelling, and visual language across dashboardsYou enjoy solving problems creatively and iterating based on feedback, usage behaviour, and researchYou thrive in cross-functional teams and enjoy working collaboratively with product, design, data, and research stakeholdersYou care about accessibility and inclusivity in data visualisation and want your work to serve a broad range of users Nice to have, but not essential:  Experience designing reporting tools for SaaS, legal tech, or data-rich platformsExperience using open source data visualisation toolsKnowledge of accessibility and inclusivity principles in data designExperience of working with market research data, especially within professional services or legalFamiliarity with user research, cohort segmentation, or behavioural analyticsYou have experience working with multiple dependencies and use cases for data Equal Opportunity Statement We are committed to fostering and promoting an inclusive professional environment for all of our employees, and we are proud to be an equal opportunity employer. Diversity and inclusion are integral values of Chambers and Partners and are key in our culture.  We are committed to providing equal employment opportunities for all qualified individuals regardless of age, disability, race, sex, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity. This commitment applies  across all of our employment policies and practices, from recruiting and hiring to training and career development. We support our employees through our internal INSPIRE committee with Executive Sponsors, Chairs and Ambassadors throughout the business promoting  knowledge and effecting change. As a Disability Confident employer, we will ensure that a fair number of disabled applicants that meet the minimum criteria for this position will be offered an interview. ",145,"API, SQL, Tableau, Power BI, Qlik, Looker",33
689211,Unipart,56070062,ESG Analyst,Cowley,45000.0,45000.0,13/11/2025,2025-12-25,https://www.reed.co.uk/jobs/esg-analyst/56070062,Full time,Permanent,"ESG AnalystLocation: Field Based Contract Type: PermanentHours: Full time Salary: £45,000 per annum, plus car / car allowanceBenefits: 33 days holiday, pension, life assurance, employee assistance programme, wellbeing support, and flexible benefits schemeAbout the JobIf you are passionate about sustainability and ready to drive real change, then this is the role for you. As a pivotal part of Unipart’s ambitious People, Planet and Principles Sustainability strategy, you will directly contribute to our commitment to achieving  net zero carbon targets and play a key role in the delivery of our Social Value strategy. Join us in this field-based role helping Unipart build a more sustainable future.Here at Unipart, we don’t just have a way of working, we have The Unipart Way. It allows everyone in our team to pursue their own personal and professional goals to a world class level, through Unipart's ‘From Gate to Great’ training and development program.As the ESG Analyst you will be part of a team focused on ensuring that Unipart delivers its required reporting and compliance across the sustainability scope. This includes publishing the annual Sustainability reports aligned to ESRS standards, TCFD within  annual financial reporting and leading the work to improve Unipart’s EcoVadis credentials.As part of your key responsibilities you’ll:• Provide governance and coordination of the Sustainability strategy across the business • Support and in some instances lead on project and initiative delivery across the strategy • Lead on the delivery and coordination of the Social Value strategy • Work with the Head of Sustainability Reporting to ensure that all reporting is presented accurately and on time including the annual Sustainability report, TCFD requirements • Lead the improvement work on EcoVadis and submit the assessment each year ensuring an improved score each year • Support the Sustainability Director with the creation of materials that engage internally and externally on the business’ sustainability progress and challenges • Work closely with the internal communication and marketing teams to ensure that the sustainability strategy is communicated effectively • Provide subject matter expertise on ESG and sustainability related topics to challenge and inform the strategyAbout YouWe’d love you to have the following skills and experience, but please apply if you think you’d be able to perform well in this role!• Experience in a similar ESG/Sustainability role, within a corporate environment• Knowledge of global ESG/Sustainability frameworks and reporting standards, including TCFD, EcoVadis, CDP, PPN06, PPN02, and practical familiarity with ESRS (European Sustainability Reporting Standards)• Excellent Written and Verbal Communication skills for internal/external engagement and report writing• Strong Stakeholder Management to drive coordination across diverse business functions• Effective Project Management and organisational skills in a fast-paced environment• Good attention to detail with a focus on quality and accuracy in data/reporting• Strong Team Player with proven Problem-Solving skills• (Desirable) Practical experience with Process Improvement or Lean/Continuous Improvement methodologies• (Desirable) A degree in a technical or business subject• (Desirable) Experience with sustainability data management and analysis toolsOur recruitment and selection process has been developed to ensure that it is consistent, fair and provides equality of opportunity - all selection decisions are based solely on technical and behavioural competencies. We do not discriminate on the grounds of  race, colour, or nationality, ethnic or national origins, sex, gender reassignment, sexual orientation, marital or civil partnership status, pregnancy or maternity, disability, religion or belief, age or any other current or future protected characteristic  as defined in the current Equality Act of England and Wales. As an organisation we also promote an environment which encourages diversity of characteristics and thought, where you feel included, safe and confident to be the best version of yourself and do  your best work every day.You may also have experience in the following: ESG Analyst, Sustainability Analyst, Corporate Sustainability Specialist, Environmental, Social & Governance Consultant, Sustainability Reporting Analyst, ESG Reporting Officer, Social Value Coordinator, Sustainability  Strategy Analyst, ESG Coordinator, TCFD Reporting Analyst, Corporate Responsibility Analyst, Climate & Sustainability Analyst, Environmental Sustainability Officer, Sustainable Business AnalystREF-225 145",18,,27
316408,Aon,56100294,Pensions Analyst,Birmingham,0.0,0.0,20/11/2025,2026-01-01,https://www.reed.co.uk/jobs/pensions-analyst/56100294,Full time,Permanent,"ResponsibilitiesPensions AnalystDo you have some knowledge and experience of pensions?Do you enjoy working as part of a wider team who pride themselves on being a centre of excellence for pensions?Would you enjoy working in role where you get to work with data and look for ways to make improvements?This is a hybrid role with the flexibility to work both virtually and from our brand new Birmingham office with state of the art facilities.This role is flexible, we’re looking for someone who has expertise in either Pensions or Data so please read on and click apply if you have either background.Aon is in the business of better decisionsAt Aon, we shape decisions for the better to protect and enrich the lives of people around the world.As an organisation, we are united through trust as one inclusive, diverse team, and we are passionate about helping our colleagues and clients succeed.What the day will look like  Accurately processing and checking data and queries by following procedures correctly and meeting agreed deadlines.Supporting less experienced colleagues by checking files and reports in line with SOPs and agreed deadlinesPlanning, prioritising and delivering assigned project activities for each client (inc client project reporting)Generating reports and additional information required for client meetingsReviewing project tracker and making sure all daily, monthly and annual processes are completedInvestigation of background to cases by reference to archived files and system dataParticipating actively in client catch-up calls and meetings as appropriateHighlighting risks and errors to relevant parties as soon as possible, following risk management processes.Highlight areas of improvement in the team to increase effectiveness.Communicating with relevant parties using the appropriate means and language inc attending internal meetings/calls where required.Building strong relationships with client teams, client representatives and third-party providersAchieving team and individual targets (KPIs, SLAs, quality targets.Contributing to the team, supporting the rest of the team based on their needs (a buddy to less experienced colleagues and supporting more senior colleagues)Reviewing and updating procedures and documentationMaintaining required technical knowledge and behavourial standards, especially all regulatory and statutory requirements.Performing additional tasks as requested by your managerProviding project support to the member events teams (inclusive of revenue & non-revenue generating work)Having an awareness of the proportion of time spent on chargeable activitiesReviewing the mailbox and work allocation tool and adhering to the timescales set for all tasksFollowing processes and updating controlsBe responsible for personal compliance with Aon’s project management and approval procedures How this opportunity is differentAs a Pensions Analyst, you will get the opportunity to interact with a wide range of colleagues and teams across our Pensions Administration business. You’ll work on your own workload and will be given opportunities  to progress and develop your career within our pensions team.Your delivery will directly contribute to the ‘Aon Story’. Having a strong network of colleagues for support is pivotal for your individual development, and your network of colleagues will naturally increase rapidly from day one.Individual development within role will be fast paced, with new and interesting challenges presenting themselves through changes in pensions legislation and industry initiatives.Skills and experience that will lead to success  Be proactive and self-motivated, with a desire to own and deliver the best solutions for AonHave previous experience of pensions data analysis and pensions admin systems, and/or pensions benefit administrationHave strong time-management skills, able to prioritise and manage several projectsAbility to identify project risks/issues, and work with internal stakeholders to mitigateExperience in working with MS Excel would be an advantage How we support our colleaguesIn addition to our comprehensive benefits package, we encourage a diverse workforce. Plus, our agile, inclusive environment allows you to manage your wellbeing and work/life balance, ensuring you can be your best  self at Aon. Furthermore, all colleagues enjoy two “Global Wellbeing Days” each year, encouraging you to take time to focus on yourself. We offer a variety of working style solutions, but we also recognise that flexibility goes beyond just the place of work...  and we are all for it. We call this Smart Working!Our continuous learning culture inspires and equips you to learn, share and grow, helping you achieve your fullest potential. As a result, at Aon, you are more connected, more relevant, and more valued.Aon values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. Aon is proud to be an equal opportunity workplace.Aon provides equal employment opportunities to all employees and applicants for employment without regard to race, colour, religion, creed, sex, sexual orientation, gender identity, national origin, age, disability, veteran, marital, domestic partner status,  or other legally protected status.We welcome applications from all and provide individuals with disabilities with reasonable adjustments to participate in the job application, interview process and to perform essential job functions once onboard. If you would like to learn more about the reasonable  accommodations we provide,...",11,Excel,34
616491,Sopra Steria,56070802,SOC Analyst,Farnborough,48000.0,58000.0,13/11/2025,2025-12-25,https://www.reed.co.uk/jobs/soc-analyst/56070802,Full time,Permanent," We are constantly growing our SOC team and new opportunities in our Farnborough site. Come and join us in the Defence sector and support enterprise scale clients. We have opportunities for L1 SOC Analysts to be a part of our success and work with multiple, high profile clients. You should showcase your proficiency in a busy Security Operations  Center with a technology-oriented attitude and the capacity to assume control. From a technical perspective we are using Microsoft Sentinel, Splunk and MISP Threat sharing so any knowledge of these technologies would be a substantial benefit. Role based on site in our Farnborough office and is shift work. 2 x 6am to 6pm, 2 x 6pm to 6am, 4 days off. You do need to be eligible for DV Clearance for this role, and cannot start until your clearance is through. What you'll be doing:  Monitor, analyse security alerts and events, conduct initial investigations, and determine the appropriate response.Raise complex incidents to Senior Analysts.Manage SOC Incident queues.Support the maintenance of monitored asset baselines of the customer environments.Prepare reports for managed clients to both technical and non-technical audiences,Collaborate on improving detection rules and use cases aligned with Mitre Att&ck and threat-informed defense.Participate in a team effort to guarantee that corporate data and technology platform components are shielded from known threats.Collaborate with team members to maintain and update security incident documentation, including incident reports, analysis findings, and recommended mitigation strategies.Aid the development and use of threat intelligence throughout the service.Ability to work shifts from our office in Farnborough. What you’ll bring:  Experience demonstrated in Security Operations Centre.Experience using Microsoft Sentinel and Splunk.Knowledge and experience with Mitre Att&ck Framework.Basic knowledge of client-server applications, multi-tier web applications, relational databases, firewalls, VPNs, and enterprise AntiVirus products.Understanding of networking principles including TCP/IP, WANs, LANs and commonly used Internet protocols such as SMTP, HTTP, FTP, POP, LDAP.Entry level cyber security certification (e.g. CompTIA Security+, CEH, CPSA).CREST Practitioner Intrusion Analyst/Blue Teams Level 1 or other SOC related certifications.Completed an academic module in cyber security or a related subject It would be great if you had:  Programming and scripting such as Python, Perl, Bash, PowerShell, C++.CREST Practitioner Intrusion Analyst/Blue Teams Level 1 or other SOC related certifications.Experience with SIEM technologies, namely Sentinel and Splunk, with some experience with QRadar. If you are interested in this role but not sure if your skills and experience are exactly what we’re looking for, please do apply, we’d love to hear from you! Employment Type: Permanent  Location: Office based in Farnborough Security Clearance Level: Eligible for DV Clearance Internal Recruiter: Jane Salary: To £58K Depending on experience, plus on shift allowance. Benefits: 25 days annual leave with the choice to buy additional days, health cash plan, life assurance, pension, and generous flexible benefits fund. Loved reading about this job and want to know more about us? Sopra Steria’s Aerospace, Defence and Security business designs, develops and deploys digital solutions to Central Government clients. The work we do makes a real difference to the client’s goal of National Security, and we operate in a unique and privileged  environment. We are given time for professional development activities, and we coach and mentor our colleagues, sharing knowledge and learning from each other. We foster a culture in which employees feel valued and supported and have pride in their work for the customer,  delivering outstanding rates of customer satisfaction in the UK’s most complex safety- and security-critical markets. ",14,Python,27
616491,Sopra Steria,56032634,SOC Analyst,Farnborough,42000.0,58000.0,06/11/2025,2025-12-18,https://www.reed.co.uk/jobs/soc-analyst/56032634,Full time,Permanent," We are constantly growing our SOC team and new opportunities in our Farnborough site. Come and join us in the Defence sector and support enterprise scale clients. We have opportunities for L1 SOC Analysts to be a part of our success and work with multiple, high profile clients. You should showcase your proficiency in a busy Security Operations  Center with a technology-oriented attitude and the capacity to assume control. From a technical perspective we are using Microsoft Sentinel, Splunk and MISP Threat sharing so any knowledge of these technologies would be a substantial benefit. Role based on site in our Farnborough office and is shift work. 2 x 6am to 6pm, 2 x 6pm to 6am, 4 days off. You do need to be eligible for DV Clearance for this role, and cannot start until your clearance is through. What you'll be doing:  Monitor, analyse security alerts and events, conduct initial investigations, and determine the appropriate response.Raise complex incidents to Senior Analysts.Manage SOC Incident queues.Support the maintenance of monitored asset baselines of the customer environments.Prepare reports for managed clients to both technical and non-technical audiences,Collaborate on improving detection rules and use cases aligned with Mitre Att&ck and threat-informed defense.Participate in a team effort to guarantee that corporate data and technology platform components are shielded from known threats.Collaborate with team members to maintain and update security incident documentation, including incident reports, analysis findings, and recommended mitigation strategies.Aid the development and use of threat intelligence throughout the service.Ability to work shifts from our office in Farnborough. What you’ll bring:  Experience demonstrated in Security Operations Centre.Experience using Microsoft Sentinel and Splunk.Knowledge and experience with Mitre Att&ck Framework.Basic knowledge of client-server applications, multi-tier web applications, relational databases, firewalls, VPNs, and enterprise AntiVirus products.Understanding of networking principles including TCP/IP, WANs, LANs and commonly used Internet protocols such as SMTP, HTTP, FTP, POP, LDAP.Entry level cyber security certification (e.g. CompTIA Security+, CEH, CPSA).CREST Practitioner Intrusion Analyst/Blue Teams Level 1 or other SOC related certifications.Completed an academic module in cyber security or a related subject It would be great if you had:  Programming and scripting such as Python, Perl, Bash, PowerShell, C++.CREST Practitioner Intrusion Analyst/Blue Teams Level 1 or other SOC related certifications.Experience with SIEM technologies, namely Sentinel and Splunk, with some experience with QRadar. If you are interested in this role but not sure if your skills and experience are exactly what we’re looking for, please do apply, we’d love to hear from you! Employment Type: Permanent  Location: Office based in Farnborough Security Clearance Level: Eligible for DV Clearance Internal Recruiter: Jane Salary: To £58K Depending on experience, plus on shift allowance. Benefits: 25 days annual leave with the choice to buy additional days, health cash plan, life assurance, pension, and generous flexible benefits fund. Loved reading about this job and want to know more about us? Sopra Steria’s Aerospace, Defence and Security business designs, develops and deploys digital solutions to Central Government clients. The work we do makes a real difference to the client’s goal of National Security, and we operate in a unique and privileged  environment. We are given time for professional development activities, and we coach and mentor our colleagues, sharing knowledge and learning from each other. We foster a culture in which employees feel valued and supported and have pride in their work for the customer,  delivering outstanding rates of customer satisfaction in the UK’s most complex safety- and security-critical markets. ",20,Python,20
